gsid,name,university
wEaHHWIAAAAJ,Srihari Nelakuditi,University of South Carolina
wefAEM4AAAAJ,Siwei Lyu,University at Albany - SUNY
WeqC_-MAAAAJ,Joohyung Lee,Arizona State University
WEQF9DgAAAAJ,Ravi Sundaram,Northeastern University
WeRUynMAAAAJ,Ken S. Stevens,University of Utah
WfGLzyAAAAAJ,Daisuke Kihara,Purdue University
wFHEcsgAAAAJ,Ruben Gamboa,University of Wyoming
WfS41RAAAAAJ,Jonathan Ullman,Northeastern University
WfuFGnsAAAAJ,Eric Chan-Tin,Oklahoma State University
WFZ4azsAAAAJ,Melanie E. Moses,University of New Mexico
wg3lXyYAAAAJ,Bor-Yuh Evan Chang,University of Colorado Boulder
WGRYgBEAAAAJ,Georgios Fainekos,Arizona State University
WH2KmRgAAAAJ,David W. Jacobs,University of Maryland - College Park
whacJzwAAAAJ,Roger B. Dannenberg,Carnegie Mellon University
whB5QDoAAAAJ,Kannan Srinivasan,Ohio State University
Wh-qjBsAAAAJ,Valerio Pascucci,University of Utah
wic7YpkAAAAJ,Ravi S. Sandhu,University of Texas at San Antonio
wIhJS60AAAAJ,Ceren Budak,University of Michigan
WiIM-MgAAAAJ,Mingyan Liu,University of Michigan
wIM3Ry4AAAAJ,Mehdi Bagherzadeh,Oakland University
WIRLT4UAAAAJ,Samantha Kleinberg,Stevens Institute of Technology
wIujAJoAAAAJ,Benjamin Van Durme,Johns Hopkins University
wJ4NywgAAAAJ,Umut A. Acar,Carnegie Mellon University
wJPGa2IAAAAJ,L. Jean Camp,Indiana University
WjrtwJgAAAAJ,Suchendra M. Bhandarkar,University of Georgia
wK09sCQAAAAJ,Xipeng Shen,North Carolina State University
wKC0dwcAAAAJ,Joseph K. Kearney,University of Iowa
wkC9xHMAAAAJ,Justine Cassell,Carnegie Mellon University
wkdrAV8AAAAJ,Andrew Robb,Clemson University
W_KpAMcAAAAJ,Wai-Tat Fu,Univ. of Illinois at Urbana-Champaign
wL7FTE8AAAAJ,Houman Homayoun,George Mason University
wlosgkoAAAAJ,Graham Neubig,Carnegie Mellon University
Wlq5rZEAAAAJ,Isil Dillig,University of Texas at Austin
wLtmXGQAAAAJ,Jose Joaquin Garcia-Luna-Aceves,University of California - Santa Cruz
WLvuu74AAAAJ,Gene Tsudik,University of California - Irvine
wlzmWLsAAAAJ,Amit Ranjan Trivedi,University of Illinois at Chicago
-wm8urcAAAAJ,Marynel Vázquez,Yale University
WMGFmzgAAAAJ,David C. Brown,Worcester Polytechnic Institute
wNqCOAEAAAAJ,Luis Rademacher,Ohio State University
WNSPregAAAAJ,Scott Beamer,University of California - Santa Cruz
wOO8rEMAAAAJ,Kenneth Mark Anderson,University of Colorado Boulder
woqUivYAAAAJ,Anna Lysyanskaya,Brown University
Wov5tYoAAAAJ,David I. August,Princeton University
wOYUPpwAAAAJ,Ramesh Jain,University of California - Irvine
Wp38QQYAAAAJ,Ryan Williams,Massachusetts Institute of Technology
wpGg2O4AAAAJ,Seunghee Shin,Binghamton University
WPGTvh8AAAAJ,Hamid R. Ekbia,Indiana University
Wph6P_IAAAAJ,Virginia Vassilevska Williams,Massachusetts Institute of Technology
WPhoQiUAAAAJ,Martin D. F. Wong,Univ. of Illinois at Urbana-Champaign
wpiIJ1MAAAAJ,Jiepu Jiang,Virginia Tech
w_Q7iBoAAAAJ,David Kotz,Dartmouth College
wQdo-bMAAAAJ,Nikos Papanikolopoulos,University of Minnesota
wQyhNhwAAAAJ,Mike Rosulek,Oregon State University
WRlzk3UAAAAJ,I-Ting Angelina Lee,Washington University in St. Louis
WrnEVwQAAAAJ,Amanda Lazar,University of Maryland - College Park
wRRKmnMAAAAJ,Michael S. Lewicki,Case Western Reserve University
wRwI6d0AAAAJ,Robin D. Burke,DePaul University
Wrx-9LUAAAAJ,Foteini Baldimtsi,George Mason University
wRYM4qgAAAAJ,B. S. Manjunath,University of California - Santa Barbara
Ws0GjboAAAAJ,Jan Vitek,Northeastern University
WSN7T_YAAAAJ,Ronald Craig Arkin,Georgia Institute of Technology
wSQ6KZYAAAAJ,Cristian Borcea,NJIT
wSUVcN0AAAAJ,Xifeng Gao,Florida State University
wToVkEUAAAAJ,Jin-Hee Cho,Virginia Tech
wtZwMSgAAAAJ,Daniel Barbará,George Mason University
wUArfPgAAAAJ,David G. Andersen,Carnegie Mellon University
WUb-KZ0AAAAJ,Godmar V. Back,Virginia Tech
wUNpA_sAAAAJ,Arjun Mukherjee,University of Houston
WUrGGDgAAAAJ,Spiros Papadimitriou,Rutgers University
WURkybsAAAAJ,Jianwei Niu 0001,University of Texas at San Antonio
WV7XovQAAAAJ,Viktor Gruev,Washington University in St. Louis
wW03D_AAAAAJ,Alexandros Kapravelos,North Carolina State University
wwkGLrcAAAAJ,Sing-Hoi Sze,Texas A&M University
wX0XpxMAAAAJ,John M. Mellor-Crummey,Rice University
WxmhtyMAAAAJ,Daniel Szafir,University of Colorado Boulder
WxQyOYQAAAAJ,Henry A. Kautz,University of Rochester
WXV9HW4AAAAJ,Roy Shilkrot,Stony Brook University
Wy89g4IAAAAJ,Cho-Jui Hsieh,University of California - Los Angeles
wyCIJfQAAAAJ,Paul Dourish,University of California - Irvine
WZVDjawAAAAJ,Zhiling Lan,Illinois Institute of Technology
x05pUHsAAAAJ,Zhiru Zhang,Cornell University
X08l_4IAAAAJ,Dinesh Manocha,University of Maryland - College Park
x0OsogEAAAAJ,Leysia Palen,University of Colorado Boulder
X0XWAGkAAAAJ,Matthew Green 0001,Johns Hopkins University
_X2eOeQAAAAJ,Levent Burak Kara,Carnegie Mellon University
x2mdFuwAAAAJ,Janardhan Rao Doppa,Washington State University
X2Qs7XYAAAAJ,Mani B. Srivastava,University of California - Los Angeles
X3JCGVIAAAAJ,Niranjan Balasubramanian,Stony Brook University
X4SbSTAAAAAJ,Jack J. Dongarra,University of Tennessee
X53rkecAAAAJ,Eugene Wu 0002,Columbia University
_x5BEjoAAAAJ,Nitesh Saxena,University of Alabama - Birmingham
X5buTmMAAAAJ,Nicolas Christin,Carnegie Mellon University
x6OIBq4AAAAJ,Darko Marinov,Univ. of Illinois at Urbana-Champaign
X6P8JOIAAAAJ,Jing Li 0002,Case Western Reserve University
X7KrguAAAAAJ,Junzhou Huang,University of Texas at Arlington
x8952qgAAAAJ,Aditya Thakur 0001,University of California - Davis
x8952qgAAAAJ,Aditya Thakur,University of California - Davis
x8952qgAAAAJ,Aditya V. Thakur,University of California - Davis
X8peo3AAAAAJ,Mark Alan Finlayson,Florida International University
x8UnxSoAAAAJ,Srikanth V. Krishnamurthy,University of California - Riverside
x9kzObUAAAAJ,Timothy W. Bickmore,Northeastern University
x_9_NGwAAAAJ,Jed Brown,University of Colorado Boulder
XaFT1o4AAAAJ,Han Liu 0001,Northwestern University
xALG_EMAAAAJ,Katia Obraczka,University of California - Santa Cruz
x-ApqMUAAAAJ,Kangkook Jee,University of Texas at Dallas
XBj4HWoAAAAJ,Shouhuai Xu,University of Texas at San Antonio
xBv5ZfkAAAAJ,Inderjit S. Dhillon,University of Texas at Austin
XcaEg-cAAAAJ,Divyakant Agrawal,University of California - Santa Barbara
XCa-z_QAAAAJ,Mukul S. Bansal,University of Connecticut
xd_8IiIAAAAJ,Stefano Tessaro,University of Washington
xdddblAAAAAJ,Jinho D. Choi,Emory University
xdGKgtcAAAAJ,Anthony D. Joseph,University of California - Berkeley
-XDU9ZMAAAAJ,Majid Zamani,University of Colorado Boulder
xe0eVksAAAAJ,Pankaj Kumar Agarwal,Duke University
xe2AIQkAAAAJ,Joseph David Camp,Southern Methodist University
XEx1fZkAAAAJ,Qiang Liu 0001,University of Texas at Austin
XfQ7rDoAAAAJ,David Novick,University of Texas - El Paso
xfwOz_kAAAAJ,Judith S. Olson,University of California - Irvine
xG9XC2MAAAAJ,Tamer Kahveci,University of Florida
xhaTxtcAAAAJ,Amos Ron,University of Wisconsin - Madison
xhkzmycAAAAJ,Mubbasir Kapadia,Rutgers University
_XHudx4AAAAJ,Eugene Charniak,Brown University
xhUvqK8AAAAJ,Laurent Itti,University of Southern California
xj8uYUUAAAAJ,Liming Cai,University of Georgia
XjeIqxYAAAAJ,Vivek Sarkar,Georgia Institute of Technology
xJeTtCoAAAAJ,Dong Xu 0002,University of Missouri
xJHYjG4AAAAJ,Sergio Antoy,Portland State University
xjkmJsgAAAAJ,Abhishek Jain 0002,Johns Hopkins University
xJyMo0MAAAAJ,Gopal Pandurangan,University of Houston
xKC_LZ8AAAAJ,Ramalingam Sridhar,University at Buffalo
xkCYK58AAAAJ,Mustaque Ahamad,Georgia Institute of Technology
XkiApd4AAAAJ,Cormac Flanagan,University of California - Santa Cruz
XkkU-hwAAAAJ,Eric K. Ringger,Brigham Young University
xKOEaRoAAAAJ,Svetlana Lazebnik,Univ. of Illinois at Urbana-Champaign
Xl4E0CsAAAAJ,Le Song,Georgia Institute of Technology
xLQan5cAAAAJ,Kevin D. Seppi,Brigham Young University
XM97iScAAAAJ,Irfan A. Essa,Georgia Institute of Technology
X_mDnjkAAAAJ,ShiQing Ma,Rutgers University
xmdNUEcAAAAJ,Stavros Tripakis,Northeastern University
xmQREcEAAAAJ,Jay Ligatti,University of South Florida
Xnc5WPwAAAAJ,Muhammad Shahzad,North Carolina State University
xNs4D2QAAAAJ,Pang-Ning Tan,Michigan State University
XNSodwIAAAAJ,Anshul Gandhi,Stony Brook University
XoMpU7gAAAAJ,Jason Ernst,University of California - Los Angeles
xPCVtawAAAAJ,Georgeta Elisabeta Marai,University of Illinois at Chicago
xpiTjY0AAAAJ,Rajit Manohar,Yale University
XrIr0nYAAAAJ,Heather Zheng,University of Chicago
xT19Jc0AAAAJ,Bin Yu 0001,University of California - Berkeley
xTjH_GAAAAAJ,Luyi Xing,Indiana University
xTKD8J4AAAAJ,Prateek Mittal,Princeton University
xTvNYN8AAAAJ,Pedro José Sousa da Fonseca,Purdue University
XU7ZT5kAAAAJ,Bin Ren,College of William and Mary
XUhd_LwAAAAJ,Eric Koskinen,Stevens Institute of Technology
XUhsCZwAAAAJ,Tao Jiang 0001,University of California - Riverside
xuOJUqsAAAAJ,Carolina Ruiz,Worcester Polytechnic Institute
XuQW7ogAAAAJ,Yoav Artzi,Cornell University
xViwZ0QAAAAJ,Carlo Tomasi,Duke University
XvoGQx4AAAAJ,William Hoff,Colorado School of Mines
xvrh8YMAAAAJ,Xiang Lian,Kent State University
XWpFf0IAAAAJ,Forrest Sheng Bao,Iowa State University
X-WzDOYAAAAJ,Perry Alexander,University of Kansas
xX2D9FQAAAAJ,Sudeep Sarkar,University of South Florida
XXb5p_4AAAAJ,John R. Lange,University of Pittsburgh
XxGyUpAAAAAJ,Lynne Parker,University of Tennessee
XXiZaA4AAAAJ,Henny Admoni,Carnegie Mellon University
xY3zIEAAAAAJ,Bruce N. Walker,Georgia Institute of Technology
XY4ky-YAAAAJ,Kent E. Seamons,Brigham Young University
xYfYnG4AAAAJ,Nick Feamster,University of Chicago
xyHrRFUAAAAJ,Karrie Karahalios,Univ. of Illinois at Urbana-Champaign
XYy_Nm4AAAAJ,Alan S. Willsky,Massachusetts Institute of Technology
xZcSoqcAAAAJ,Eelke Folmer,University of Nevada
XZkvOTEAAAAJ,Kevin W. Bowyer,University of Notre Dame
XZV2eogAAAAJ,Xifeng Yan,University of California - Santa Barbara
Y063_CIAAAAJ,Xianfeng Gu,Stony Brook University
Y0E0lsgAAAAJ,Mitchell Wand,Northeastern University
Y1C007wAAAAJ,Amal J. Ahmed,Northeastern University
y1n8bZAAAAAJ,Steven Homer,Boston University
y2fSlecAAAAJ,Yashwant K. Malaiya,Colorado State University
Y3wdd8oAAAAJ,Mohit Gupta 0001,University of Wisconsin - Madison
Y4c96KkAAAAJ,Rocky Slavin,University of Texas at San Antonio
Y4J5SOwAAAAJ,Jaideep Srivastava,University of Minnesota
y_4QsYAAAAAJ,Amy McGovern,University of Oklahoma
Y4SdsvsAAAAJ,Xiaohu Guo,University of Texas at Dallas
y5J0h7gAAAAJ,Baris Kasikci,University of Michigan
Y80iWtgAAAAJ,André Platzer,Carnegie Mellon University
Y8-xGncAAAAJ,Lise Getoor,University of California - Santa Cruz
Y9ek5GIAAAAJ,Colin S. Gordon,Drexel University
Y9Jw4lcAAAAJ,Atanas Rountev,Ohio State University
YAZHNDUAAAAJ,Rosario Gennaro,CUNY
Ybf7jtwAAAAJ,Matthew P. Johnson,CUNY
ybnTsdMAAAAJ,Kathi Fisler,Worcester Polytechnic Institute
yBuIVfIAAAAJ,Turgay Korkmaz,University of Texas at San Antonio
ybVTEEkAAAAJ,Misha Pavel,Northeastern University
yc4nBNgAAAAJ,Tim Althoff,University of Washington
YcrMNggAAAAJ,Jeffrey K. Hollingsworth,University of Maryland - College Park
yCUFD2wAAAAJ,Ming Dong,Wayne State University
yCv02hMAAAAJ,John Regehr,University of Utah
YCw2r14AAAAJ,Daniel A. Reed,University of Iowa
yCwFNtMAAAAJ,Anthony Maida,University of Louisiana - Lafayette
YcWrqXgAAAAJ,Wenjing Rao,University of Illinois at Chicago
yepPD_cAAAAJ,Alvitta Ottley,Washington University in St. Louis
yeWsFW4AAAAJ,Hongfeng Yu,University of Nebraska
Yf5wVssAAAAJ,Lance Fortnow,Illinois Institute of Technology
yfYYAMQAAAAJ,Benjamin Watson,North Carolina State University
YG60wS4AAAAJ,Yu Lei,University of Texas at Arlington
YGDOoXAAAAAJ,C. R. Ramakrishnan,Stony Brook University
ygiY7C8AAAAJ,George Amvrosiadis,Carnegie Mellon University
Yg_QjxcAAAAJ,Mark Riedl,Georgia Institute of Technology
YhKZXtcAAAAJ,Xingquan Zhu,Florida Atlantic University
YhWnhQEAAAAJ,Ali Jannesari Ladani,Iowa State University
yi9qu1cAAAAJ,Dimitris Achlioptas,University of California - Santa Cruz
YicUduAAAAAJ,Michael D. Ekstrand,Boise State University
YICZNZAAAAAJ,Kathryn T. Stolee,North Carolina State University
yi-l0zkAAAAJ,Joseph R. Cavallaro,Rice University
yILa1y0AAAAJ,Andrew McCallum,University of Massachusetts Amherst
yiRAVJoAAAAJ,Cyrus Omar,University of Michigan
YirSp_cAAAAJ,Katy Börner,Indiana University
yjFpPkYAAAAJ,Shrideep Pallickara,Colorado State University
YjPRWAEAAAAJ,Hassan Gomaa,George Mason University
YjSJWqkAAAAJ,Eun Kyoung Choe,University of Maryland - College Park
YK3KT3kAAAAJ,Yonghwi Kwon,University of Virginia
Yk5RpxoAAAAJ,Miriah Meyer,University of Utah
yK8fnhkAAAAJ,Evan A. Suma,University of Minnesota
Y_KtQ8kAAAAJ,René Just,University of Washington
yKYRdd0AAAAJ,Wei Zeng,Florida International University
yl3L07sAAAAJ,Subbarao Kambhampati,Arizona State University
ylK19VUAAAAJ,Milos Hauskrecht,University of Pittsburgh
YLOz1kgAAAAJ,Greg Shakhnarovich,TTI Chicago
yLQF4mkAAAAJ,Charless C. Fowlkes,University of California - Irvine
yLWfq68AAAAJ,William A. Barrett,Brigham Young University
ymCi4oEAAAAJ,Roni Khardon,Indiana University
yMU0f9EAAAAJ,Arjun Guha,University of Massachusetts Amherst
ymwKqZsAAAAJ,Henry M. Levy,University of Washington
Yn-Lm_QAAAAJ,Jin-Yi Cai,University of Wisconsin - Madison
yO59sggAAAAJ,DeLiang Wang,Ohio State University
YOGOScoAAAAJ,Srinivas Aluru,Georgia Institute of Technology
YON32W4AAAAJ,Duen Horng (Polo) Chau,Georgia Institute of Technology
-YOtPcIAAAAJ,Christoffer R. Heckman,University of Colorado Boulder
YOVZiJkAAAAJ,Milind Tambe,University of Southern California
YP9KtBQAAAAJ,Momotaz Begum,University of New Hampshire
YPhI-YsAAAAJ,Amihai Motro,George Mason University
yPOT9K0AAAAJ,Alexis Battle,Johns Hopkins University
ypOvMY0AAAAJ,Quentin F. Stout,University of Michigan
YPzKczYAAAAJ,Maneesh Agrawala,Stanford University
yQKlLTQAAAAJ,Jiayu Zhou,Michigan State University
yqt5PeEAAAAJ,Ioannis Gkioulekas,Carnegie Mellon University
yQXfAWMAAAAJ,Jeremy D. Buhler,Washington University in St. Louis
YrihYtsAAAAJ,Rastislav Bodík,University of Washington
YR_MYrAAAAAJ,Anastasios Sidiropoulos,University of Illinois at Chicago
YrsoRK0AAAAJ,Ali Shokoufandeh,Drexel University
YTJrQA4AAAAJ,Gabriel Robins,University of Virginia
Ytr5Y78AAAAJ,Ashok K. Agrawala,University of Maryland - College Park
yT-xSLoAAAAJ,Marek Petrik,University of New Hampshire
ytXtLjkAAAAJ,Biswanath Mukherjee,University of California - Davis
YU-baPIAAAAJ,ChengXiang Zhai,Univ. of Illinois at Urbana-Champaign
YVfr3wwAAAAJ,Yuriy Brun,University of Massachusetts Amherst
-YvgZDEAAAAJ,Abraham Silberschatz,Yale University
-YvgZDEAAAAJ,Avi Silberschatz,Yale University
yVPoRI4AAAAJ,Robin D. Dowell,University of Colorado Boulder
yvvjnhIAAAAJ,Aniruddha S. Gokhale,Vanderbilt University
Yw2PquQAAAAJ,Petros Drineas,Purdue University
yWJ9BqEAAAAJ,Huzefa Rangwala,George Mason University
Ywp0CG8AAAAJ,Paul Gazzillo,University of Central Florida
ywTbDsQAAAAJ,Steven P. Dow,University of California - San Diego
yx0wJlIAAAAJ,William G. Griswold,University of California - San Diego
-Y_xfI8AAAAJ,Raju Rangaswami,Florida International University
yxpqbdQAAAAJ,Grigore Rosu,Univ. of Illinois at Urbana-Champaign
yXqu6esAAAAJ,Jacob Sorber,Clemson University
yxUduqMAAAAJ,Michael I. Jordan,University of California - Berkeley
yxvWYEUAAAAJ,Mohamed Abouelenien,University of Michigan-Dearborn
Yy6xbCYAAAAJ,Marti A. Hearst,University of California - Berkeley
yY-df4UAAAAJ,Alan L. Davis,University of Utah
yY-df4UAAAAJ,Al Davis,University of Utah
_Y_YRLAAAAAJ,Amir Rahmati,Stony Brook University
yYtaDFUAAAAJ,J. Eliot B. Moss,University of Massachusetts Amherst
YZesz7sAAAAJ,Ian Horswill,Northwestern University
YZHj-Y4AAAAJ,William J. Dally,Stanford University
Z03FLwkAAAAJ,Suresh Venkatasubramanian,University of Utah
z0KD3z4AAAAJ,Eric Rozner,University of Colorado Boulder
_Z12v2IAAAAJ,Shamkant B. Navathe,Georgia Institute of Technology
z13bIdkAAAAJ,Chaoli Wang,University of Notre Dame
Z1Kl2REAAAAJ,Jonathan Appavoo,Boston University
z28ApZkAAAAJ,Alan L. Cox,Rice University
z28rttMAAAAJ,Aaron Henry Potechin,University of Chicago
z28rttMAAAAJ,Aaron Potechin,University of Chicago
Z2-LnXgAAAAJ,Guoliang Jin,North Carolina State University
Z-49YFYAAAAJ,Robert S. Boyer,University of Texas at Austin
z4S5rC0AAAAJ,Shwetak Patel,University of Washington
z6cJOmMAAAAJ,Leonard McMillan,University of North Carolina
Z6EHuGcAAAAJ,Ellen W. Zegura,Georgia Institute of Technology
Z6nLCukAAAAJ,Guy E. Blelloch,Carnegie Mellon University
Z6vGQasAAAAJ,Brett J. Borghetti,Air Force Institute of Technology
z7GCqT4AAAAJ,Heng Ji,Univ. of Illinois at Urbana-Champaign
z84dqmcAAAAJ,Vincent Liu,University of Pennsylvania
Z8U0BwcAAAAJ,Ryan O'Donnell,Carnegie Mellon University
Z962IGQAAAAJ,Hari Sundaram,Univ. of Illinois at Urbana-Champaign
z9lI9VIAAAAJ,Anujan Varma,University of California - Santa Cruz
z9MS0rEAAAAJ,Danny Dig,Oregon State University
Z9Pfp6UAAAAJ,Munmun De Choudhury,Georgia Institute of Technology
Z9W_SPAAAAAJ,Edith Spaan,Rochester Institute of Technology
ZasL8IoAAAAJ,Mehran Sahami,Stanford University
ZAtffHkAAAAJ,Zhenlin Wang,Michigan Technological University
Zbbxb-gAAAAJ,Scott A. DeLoach,Kansas State University
zbubH9oAAAAJ,Alvaro Cardenas,University of Texas at Dallas
Zc018qEAAAAJ,Prasant Mohapatra,University of California - Davis
ZC0qa2EAAAAJ,David A. Naumann,Stevens Institute of Technology
zCeJN3UAAAAJ,Charles Rich,Worcester Polytechnic Institute
ZCmYP5cAAAAJ,Radu Marculescu,Carnegie Mellon University
zCO_h3cAAAAJ,Andrew B. Kahng,University of California - San Diego
zD5ZfacAAAAJ,Guohong Cao,Pennsylvania State University
ZDatV6MAAAAJ,Chinmay Kulkarni,Carnegie Mellon University
zdKmnYwAAAAJ,Jennifer Widom,Stanford University
zdnAkgsAAAAJ,Josep Torrellas,Univ. of Illinois at Urbana-Champaign
ZeG4wDgAAAAJ,Kayvon Fatahalian,Stanford University
zezL27wAAAAJ,Pradeep K. Murukannaiah,Rochester Institute of Technology
ZfDtNpUAAAAJ,Geoff Voelker,University of California - San Diego
ZFsLVTwAAAAJ,Dongfang Zhao,University of Nevada
zg29qGEAAAAJ,Florian Schaub,University of Michigan
ZG4V_jYAAAAJ,Erez Zadok,Stony Brook University
Zg6T9tgAAAAJ,Nima Honarmand,Stony Brook University
zGSP_osAAAAJ,Ouri Wolfson,Univ. of Illinois at Urbana-Champaign
zh0DETsAAAAJ,Radha Jagadeesan,DePaul University
ZH1pa0EAAAAJ,Kirk W. Cameron,Virginia Tech
zh8E4voAAAAJ,Andrea Grimes Parker,Northeastern University
zHCTHbYAAAAJ,Sudipto Guha,University of Pennsylvania
ZHK-ewYAAAAJ,Christopher Bystroff,Rensselaer Polytechnic Institute
_ZIAy3cAAAAJ,Alex Endert,Georgia Institute of Technology
ZIExHooAAAAJ,Walter Stephen Lasecki,University of Michigan
ZJF0GhEAAAAJ,Scott A. Brandt,University of California - Santa Cruz
ZJrR0KQAAAAJ,Mohammed (Ehsan) Hoque,University of Rochester
zkdjit0AAAAJ,Nathan Beckmann,Carnegie Mellon University
ZKg1UKwAAAAJ,Roozbeh Jafari,Texas A&M University
zkhHirIAAAAJ,Michael S. Bernstein,Stanford University
zkqz0_0AAAAJ,Andrew A. Chien,University of Chicago
zKVnPigAAAAJ,Nathan Dautenhahn,Rice University
zkvW8FQAAAAJ,Robert Kleinberg,Cornell University
zkxrDS8AAAAJ,Brian Keegan,University of Colorado Boulder
ZlhpUZoAAAAJ,Prabhat Mishra,University of Florida
zLLJimcAAAAJ,My T. Thai,University of Florida
zlzK-v0AAAAJ,Aviral Shrivastava,Arizona State University
zmDJrh0AAAAJ,Fernando G. S. L. Brandão,California Institute of Technology
zNjEAPwAAAAJ,Jeeeun Kim,Texas A&M University
Znp3UkEAAAAJ,Shuchi Chawla 0001,University of Wisconsin - Madison
ZnRhcFUAAAAJ,James C. Hoe,Carnegie Mellon University
ZnT-QpMAAAAJ,Nati Srebro,TTI Chicago
zNvgsXAAAAAJ,Joseph Tassarotti,Boston College
zoBZ_FMAAAAJ,Michael D. Bond,Ohio State University
ZocLOAMAAAAJ,Guy Hoffman,Cornell University
ZoI6hPwAAAAJ,Bhuvan Urgaonkar,Pennsylvania State University
ZpkdT2UAAAAJ,Rahul Shah,Louisiana State University - Baton Rouge
ZQ87sO4AAAAJ,Wei-Shinn Ku,Auburn University
zQKRsSEAAAAJ,Kyu Min Lee,Utah State University
zqPtcskAAAAJ,John H. Hartman,University of Arizona
zr22WkQAAAAJ,Qiaozhu Mei,University of Michigan
zr9OzAUAAAAJ,Dmitry V. Ponomarev,Binghamton University
-ZRKCcEAAAAJ,Matthew B. Dwyer,University of Virginia
zrxS5YsAAAAJ,Michael A. Gennert,Worcester Polytechnic Institute
ZS-2t_AAAAAJ,Alex Kirlik,Univ. of Illinois at Urbana-Champaign
ZsA3NvYAAAAJ,Shiyong Lu,Wayne State University
ZTGVnVkAAAAJ,Peter Braß,CUNY
ztkfnCsAAAAJ,Vincent A. W. M. M. Aleven,Carnegie Mellon University
ZTkRs84AAAAJ,Ramesh Govindan,University of Southern California
ZtQVZawAAAAJ,Rafael M. Frongillo,University of Colorado Boulder
ZtrIYqUAAAAJ,Xubin He,Temple University
ZuCDNqwAAAAJ,B. R. Badrinath,Rutgers University
ZuNK2XkAAAAJ,Yufei Ding,University of California - Santa Barbara
Zu-wy4wAAAAJ,Russ Joseph,Northwestern University
ZUzG5igAAAAJ,Theodoros Rekatsinas,University of Wisconsin - Madison
zvbUOD8AAAAJ,Youtao Zhang,University of Pittsburgh
ZVxO6IIAAAAJ,James H. Martin,University of Colorado Boulder
ZvY6VHsAAAAJ,Konstantinos Mamouras,Rice University
ZvYwdsUAAAAJ,Tanu Malik,DePaul University
Zx2TxxsAAAAJ,Peter Desnoyers,Northeastern University
zX3ba1kAAAAJ,Moses Samson Charikar,Stanford University
zxeEF2gAAAAJ,Daniel J. Abadi,University of Maryland - College Park
ZXS-VpgAAAAJ,Nicoleta Roman,Ohio State University
zXw_54AAAAAJ,Lukasz A. Kurgan,Virginia Commonwealth University
ZxXBaswAAAAJ,Frank Dellaert,Georgia Institute of Technology
zxzZAi0AAAAJ,Aylin Caliskan Islam,George Washington University
Zy1b3UAAAAAJ,Chris Kanich,University of Illinois at Chicago
ZyaSau8AAAAJ,Mridul Aanjaneya,Rutgers University
ZYc-LuMAAAAJ,Andrew S. Lan,University of Massachusetts Amherst
zzG75zEAAAAJ,Paul Hand,Northeastern University
ZZiaPdYAAAAJ,Andrian Marcus,University of Texas at Dallas
ZzNrbIUAAAAJ,Nina Amenta,University of California - Davis
zZO9qG4AAAAJ,Bruno Sinopoli,Carnegie Mellon University
ZzWjYkEAAAAJ,Alan T. Sherman,Univ. of Maryland - Baltimore County
